Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
4/20/2014,1/20/1900,April,2014,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
4/20/2016,1/20/1900,April,2016,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,30,252,282
4/26/2014,1/26/1900,April,2014,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,70,588,658
4/26/2016,1/26/1900,April,2016,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,65,546,611
6/2/2014,1/2/1900,June,2014,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
6/2/2016,1/2/1900,June,2016,32,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,40,336,376
6/16/2014,1/16/1900,June,2014,36,Adults (35-64),M,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,54,-22,966,944
6/16/2016,1/16/1900,June,2016,36,Adults (35-64),M,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,-24,1050,1026
9/14/2013,1/14/1900,September,2013,53,Adults (35-64),F,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",11,42,54,55,462,517
9/14/2015,1/14/1900,September,2015,53,Adults (35-64),F,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",8,42,54,40,336,376
2/11/2014,1/11/1900,February,2014,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,111,1050,1161
2/11/2016,1/11/1900,February,2016,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,115,1092,1207
3/28/2014,1/28/1900,March,2014,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",1,42,54,4,42,46
3/28/2016,1/28/1900,March,2016,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",3,42,54,13,126,139
5/21/2014,1/21/1900,May,2014,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,44,420,464
5/21/2016,1/21/1900,May,2016,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",8,42,54,36,336,372
9/24/2013,1/24/1900,September,2013,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,60,756,816
9/24/2015,1/24/1900,September,2015,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",17,42,54,57,714,771
12/6/2013,1/6/1900,December,2013,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,24,294,318
12/6/2015,1/6/1900,December,2015,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,30,378,408
4/1/2014,1/1/1900,April,2014,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",5,42,54,17,210,227
4/1/2016,1/1/1900,April,2016,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,7,84,91
4/3/2014,1/3/1900,April,2014,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",20,42,54,67,840,907
4/3/2016,1/3/1900,April,2016,32,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",20,42,54,67,840,907
11/30/2013,1/30/1900,November,2013,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,115,420,535
11/30/2015,1/30/1900,November,2015,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,80,294,374
12/29/2013,1/29/1900,December,2013,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,149,546,695
12/29/2015,1/29/1900,December,2015,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,149,546,695
4/23/2014,1/23/1900,April,2014,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,298,1092,1390
4/23/2016,1/23/1900,April,2016,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",28,42,54,321,1176,1497
6/3/2014,1/3/1900,June,2014,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,264,966,1230
6/3/2016,1/3/1900,June,2016,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",22,42,54,252,924,1176
7/14/2014,1/14/1900,July,2014,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,80,294,374
7/14/2016,1/14/1900,July,2016,53,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,92,336,428
8/10/2013,1/10/1900,August,2013,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",18,42,54,197,756,953
8/10/2015,1/10/1900,August,2015,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,175,672,847
10/6/2013,1/6/1900,October,2013,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,164,630,794
10/6/2015,1/6/1900,October,2015,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,142,546,688
12/4/2013,1/4/1900,December,2013,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,186,714,900
12/4/2015,1/4/1900,December,2015,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,175,672,847
1/3/2014,1/3/1900,January,2014,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,186,714,900
1/3/2016,1/3/1900,January,2016,52,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,164,630,794
9/2/2013,1/2/1900,September,2013,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,11,42,53
9/2/2015,1/2/1900,September,2015,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,11,42,53
12/8/2013,1/8/1900,December,2013,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
12/8/2015,1/8/1900,December,2015,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,22,84,106
2/15/2014,1/15/1900,February,2014,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,240,924,1164
2/15/2016,1/15/1900,February,2016,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,251,966,1217
7/17/2014,1/17/1900,July,2014,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,11,42,53
7/17/2016,1/17/1900,July,2016,45,Adults (35-64),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,33,126,159
3/28/2014,1/28/1900,March,2014,45,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,0,84,84
3/28/2016,1/28/1900,March,2016,45,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,0,126,126
7/31/2014,1/31/1900,July,2014,45,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,3,924,927
7/31/2016,1/31/1900,July,2016,45,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,3,924,927
6/14/2014,1/14/1900,June,2014,41,Adults (35-64),M,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,68,1260,1328
6/14/2016,1/14/1900,June,2016,41,Adults (35-64),M,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",27,42,54,62,1134,1196
12/9/2013,1/9/1900,December,2013,41,Adults (35-64),M,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,145,1008,1153
12/9/2015,1/9/1900,December,2015,41,Adults (35-64),M,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,139,966,1105
2/1/2014,1/1/1900,February,2014,41,Adults (35-64),M,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",6,42,54,36,252,288
2/1/2016,1/1/1900,February,2016,41,Adults (35-64),M,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54,48,336,384
7/14/2013,1/14/1900,July,2013,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,18,168,186
7/14/2015,1/14/1900,July,2015,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",6,42,54,27,252,279
8/21/2013,1/21/1900,August,2013,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,9,84,93
8/21/2015,1/21/1900,August,2015,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,13,126,139
10/21/2013,1/21/1900,October,2013,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",29,42,54,129,1218,1347
10/21/2015,1/21/1900,October,2015,29,Young Adults (25-34),M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",29,42,54,129,1218,1347
6/7/2014,1/7/1900,June,2014,51,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,74,924,998
6/7/2016,1/7/1900,June,2016,51,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,74,924,998
4/20/2014,1/20/1900,April,2014,27,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,9,588,597
4/20/2016,1/20/1900,April,2016,27,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,10,630,640
2/22/2014,1/22/1900,February,2014,26,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535
2/22/2016,1/22/1900,February,2016,26,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",10,42,54,115,420,535
6/1/2014,1/1/1900,June,2014,26,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",20,42,54,229,840,1069
6/1/2016,1/1/1900,June,2016,26,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,252,924,1176
4/13/2014,1/13/1900,April,2014,31,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",30,42,54,344,1260,1604
4/13/2016,1/13/1900,April,2016,31,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,332,1218,1550
5/25/2014,1/25/1900,May,2014,31,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,309,1134,1443
5/25/2016,1/25/1900,May,2016,31,Young Adults (25-34),M,Germany,Bayern,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,275,1008,1283
11/1/2013,1/1/1900,November,2013,48,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,27,336,363
11/1/2015,1/1/1900,November,2015,48,Adults (35-64),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,24,294,318
12/22/2013,1/22/1900,December,2013,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",16,42,54,183,672,855
12/22/2015,1/22/1900,December,2015,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",15,42,54,172,630,802
1/26/2014,1/26/1900,January,2014,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",29,42,54,332,1218,1550
1/26/2016,1/26/1900,January,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",31,42,54,355,1302,1657
3/21/2014,1/21/1900,March,2014,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,287,1050,1337
3/21/2016,1/21/1900,March,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",27,42,54,309,1134,1443
4/12/2014,1/12/1900,April,2014,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,241,882,1123
4/12/2016,1/12/1900,April,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,229,840,1069
6/4/2014,1/4/1900,June,2014,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,103,378,481
6/4/2016,1/4/1900,June,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,126,462,588
7/29/2014,1/29/1900,July,2014,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,241,882,1123
7/29/2016,1/29/1900,July,2016,39,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,252,924,1176
10/21/2013,1/21/1900,October,2013,33,Young Adults (25-34),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,115,966,1081
10/21/2015,1/21/1900,October,2015,33,Young Adults (25-34),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,110,924,1034
12/30/2013,1/30/1900,December,2013,48,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54,54,672,726
12/30/2015,1/30/1900,December,2015,48,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54,54,672,726
5/11/2014,1/11/1900,May,2014,48,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",29,42,54,97,1218,1315
5/11/2016,1/11/1900,May,2016,48,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,101,1260,1361
8/24/2013,1/24/1900,August,2013,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,11,714,725
8/24/2015,1/24/1900,August,2015,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,11,714,725
6/14/2014,1/14/1900,June,2014,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",5,42,54,3,210,213
6/14/2016,1/14/1900,June,2016,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,5,294,299
6/15/2014,1/15/1900,June,2014,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",4,42,54,3,168,171
6/15/2016,1/15/1900,June,2016,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,1,84,85
6/23/2014,1/23/1900,June,2014,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,17,1050,1067
6/23/2016,1/23/1900,June,2016,48,Adults (35-64),F,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,15,924,939
7/4/2013,1/4/1900,July,2013,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",7,42,54,69,294,363
7/4/2015,1/4/1900,July,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,39,168,207
8/15/2013,1/15/1900,August,2013,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,216,924,1140
8/15/2015,1/15/1900,August,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,187,798,985
10/9/2013,1/9/1900,October,2013,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",28,42,54,276,1176,1452
10/9/2015,1/9/1900,October,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,246,1050,1296
11/14/2013,1/14/1900,November,2013,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,20,84,104
11/14/2015,1/14/1900,November,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54,39,168,207
11/15/2013,1/15/1900,November,2013,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",26,42,54,256,1092,1348
11/15/2015,1/15/1900,November,2015,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",25,42,54,246,1050,1296
2/22/2014,1/22/1900,February,2014,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,187,798,985
2/22/2016,1/22/1900,February,2016,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",16,42,54,157,672,829
3/28/2014,1/28/1900,March,2014,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,236,1008,1244
3/28/2016,1/28/1900,March,2016,55,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",24,42,54,236,1008,1244
10/11/2013,1/11/1900,October,2013,21,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,27,336,363
10/11/2015,1/11/1900,October,2015,21,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,27,336,363
6/16/2014,1/16/1900,June,2014,21,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,3,42,45
6/16/2016,1/16/1900,June,2016,21,Youth (<25),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,3,42,45
11/7/2013,1/7/1900,November,2013,19,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,55,462,517
11/7/2015,1/7/1900,November,2015,19,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",9,42,54,45,378,423
11/21/2013,1/21/1900,November,2013,19,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,55,462,517
11/21/2015,1/21/1900,November,2015,19,Youth (<25),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",11,42,54,55,462,517
6/3/2014,1/3/1900,June,2014,54,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",15,42,54,148,630,778
6/3/2016,1/3/1900,June,2016,54,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",14,42,54,138,588,726
7/22/2013,1/22/1900,July,2013,45,Adults (35-64),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,-24,1050,1026
7/22/2015,1/22/1900,July,2015,45,Adults (35-64),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,-24,1050,1026
1/28/2014,1/28/1900,January,2014,45,Adults (35-64),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,-19,840,821
1/28/2016,1/28/1900,January,2016,45,Adults (35-64),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",19,42,54,-18,798,780
11/10/2013,1/10/1900,November,2013,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,10,84,94
11/10/2015,1/10/1900,November,2015,44,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2,42,54,10,84,94
12/16/2013,1/16/1900,December,2013,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",24,42,54,275,1008,1283
12/16/2015,1/16/1900,December,2015,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,287,1050,1337
5/5/2014,1/5/1900,May,2014,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,195,714,909
5/5/2016,1/5/1900,May,2016,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,218,798,1016
6/25/2014,1/25/1900,June,2014,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,298,1092,1390
6/25/2016,1/25/1900,June,2016,55,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",27,42,54,309,1134,1443
8/11/2013,1/11/1900,August,2013,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,34,126,160
8/11/2015,1/11/1900,August,2015,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,11,42,53
10/10/2013,1/10/1900,October,2013,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,80,294,374
10/10/2015,1/10/1900,October,2015,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,80,294,374
10/19/2013,1/19/1900,October,2013,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",21,42,54,241,882,1123
10/19/2015,1/19/1900,October,2015,24,Youth (<25),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",23,42,54,264,966,1230
10/23/2013,1/23/1900,October,2013,23,Youth (<25),M,United States,Illinois,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",1,42,54,8,42,50
10/23/2015,1/23/1900,October,2015,23,Youth (<25),M,United States,Illinois,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",2,42,54,15,84,99
1/22/2014,1/22/1900,January,2014,61,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,84,1050,1134
1/22/2016,1/22/1900,January,2016,61,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",22,42,54,74,924,998
1/26/2014,1/26/1900,January,2014,61,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,54,672,726
1/26/2016,1/26/1900,January,2016,61,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,47,588,635
9/8/2013,1/8/1900,September,2013,37,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,10,84,94
9/8/2015,1/8/1900,September,2015,37,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",4,42,54,20,168,188
5/13/2014,1/13/1900,May,2014,37,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,129,1092,1221
5/13/2016,1/13/1900,May,2016,37,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",24,42,54,120,1008,1128
4/26/2014,1/26/1900,April,2014,17,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,126,462,588
4/26/2016,1/26/1900,April,2016,17,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,92,336,428
7/25/2014,1/25/1900,July,2014,17,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",8,42,54,92,336,428
7/25/2016,1/25/1900,July,2016,17,Youth (<25),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,57,210,267
4/28/2014,1/28/1900,April,2014,58,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,50,420,470
4/28/2016,1/28/1900,April,2016,58,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,60,504,564
11/27/2013,1/27/1900,November,2013,64,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,309,1134,1443
11/27/2015,1/27/1900,November,2015,64,Adults (35-64),F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",29,42,54,332,1218,1550
9/15/2013,1/15/1900,September,2013,43,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,1,504,505
